Customer ID,Support Ticket ID,Issue Category,Resolution Time,Customer Satisfaction Score
17347,45248,technical,11,3
18375,41645,billing,10,3
15840,43346,billing,17,1
16458,45081,billing,31,1
15967,42071,technical,36,1
19595,45237,billing,4,1
14240,47542,billing,32,4
16242,48538,technical,34,5
13618,49171,billing,48,3
11163,44341,technical,48,4
16832,42615,technical,34,1
18891,42095,technical,17,5
14607,45608,technical,26,4
18588,48258,billing,38,4
12004,44319,technical,33,3
14482,49462,technical,24,1
16727,43352,technical,36,4
17422,45265,billing,30,2
16083,40541,technical,46,1
13482,42723,billing,23,4
17674,47585,technical,30,1
13627,41509,billing,11,5
13168,40273,technical,17,1
10063,49296,billing,5,4
14082,46493,billing,6,3
11845,41977,technical,21,3
18569,46673,billing,15,3
15477,45567,technical,17,1
17732,43679,billing,10,5
16846,45878,billing,6,1
17070,46221,technical,18,4
10456,48459,technical,16,5
17148,41710,billing,27,4
15653,43401,billing,42,4
12225,49236,technical,24,4
14401,46513,technical,15,4
11643,41326,technical,2,5
11398,44515,technical,13,5
16205,43300,billing,13,5
11200,47561,technical,36,2
14107,46246,technical,46,4
17930,43232,technical,26,1
11947,41593,technical,35,3
19678,48265,billing,5,1
18688,40267,technical,3,3
16397,40432,billing,24,1
18307,48692,billing,8,4
14056,43919,billing,7,2
13536,44220,billing,41,4
16427,43841,billing,36,4
11067,48701,technical,18,1
16758,47733,technical,4,4
15316,47747,technical,46,2
10387,47580,technical,19,1
10643,48233,billing,6,2
10385,46299,billing,19,4
12361,40650,billing,23,3
10974,46316,billing,33,2
10594,45505,billing,20,5
17862,40786,technical,9,3
19241,47329,billing,46,2
17475,41964,billing,28,3
17500,45028,technical,15,4
14328,48468,technical,23,2
17343,46412,billing,42,4
18843,49246,technical,24,1
10970,44969,technical,24,1
19949,49073,billing,17,4
18604,49697,billing,8,1
13325,45932,billing,42,3
14684,44336,billing,28,2
16084,40778,billing,1,3
12009,45873,technical,2,4
15365,49722,technical,44,1
19893,49573,technical,37,5
17214,46126,billing,27,3
17598,49219,technical,27,2
11822,48098,technical,10,2
16698,41269,billing,36,4
15758,48084,technical,18,1
13278,40191,technical,22,5
18341,42022,billing,26,2
17623,47916,billing,28,5
17223,41858,technical,2,2
15533,47077,technical,1,2
16482,40020,technical,7,1
18075,46255,technical,2,2
10046,43872,technical,23,5
18615,48936,billing,8,2
18861,42243,billing,32,5
19652,49214,billing,16,5
15226,40578,billing,43,5
11803,44534,technical,39,1
17149,40606,billing,4,3
14638,42695,billing,1,4
11009,45735,billing,10,3
10645,49152,billing,27,4
11536,48927,billing,21,3
19477,48682,technical,45,5
16089,42470,billing,47,5
12796,47464,billing,6,2
10382,46737,technical,27,5
13087,49303,technical,7,2
13243,43275,technical,18,2
12481,47825,technical,25,4
14400,40523,technical,7,5
12988,49107,billing,32,2
11179,45594,billing,18,5
15138,48353,technical,35,1
10470,40720,billing,15,1
13664,45067,technical,39,2
12948,45806,billing,36,3
14214,47226,billing,12,4
10125,43497,billing,6,2
15381,44346,technical,34,4
13973,42173,billing,42,4
14602,44802,billing,24,4
10747,42594,billing,36,1
13524,45630,technical,12,5
19459,49570,billing,37,2
17077,44832,technical,13,4
15036,47738,billing,30,5
19102,43961,billing,21,2
15263,49619,billing,16,1
18580,44723,technical,27,4
12516,40844,technical,28,5
15879,40644,billing,46,5
14027,44227,technical,32,3
11774,49416,technical,1,1
11052,42463,technical,47,3
13796,40120,technical,30,3
10668,41593,technical,44,2
15639,48420,technical,46,5
19435,41578,billing,47,5
18662,41794,billing,16,3
19698,48798,billing,26,2
13170,40110,technical,16,3
11801,40199,technical,29,4
11394,46968,billing,18,3
14917,41928,technical,46,2
11599,47414,billing,32,3
19628,49701,technical,32,3
12658,46019,technical,21,3
17897,49169,billing,33,5
11384,49192,technical,15,3
15407,41482,technical,34,1
13414,42307,technical,29,4
19339,48722,technical,18,5
12888,45548,billing,9,3
12679,45207,technical,24,4
19272,43703,billing,38,3
11773,49976,billing,42,2
19575,47777,billing,38,5
18955,40113,technical,15,4
19993,47562,billing,44,1
10893,40197,technical,45,3
10542,48020,billing,1,1
14548,46755,technical,34,5
11218,43947,technical,32,3
18771,43703,billing,31,2
16558,40075,technical,37,4
16190,40792,billing,5,4
16462,47884,technical,46,3
14192,42231,billing,34,1
18783,42974,technical,44,4
17003,43363,technical,48,1
11305,45874,billing,26,4
10210,49825,billing,36,5
14339,44042,technical,33,5
16138,47410,technical,41,1
10264,42432,billing,8,1
18485,40473,technical,18,2
11176,46933,technical,43,4
18553,41435,billing,44,5
15456,44365,billing,15,5
18321,47525,billing,24,1
16134,40995,billing,46,5
10282,48482,billing,2,4
18550,47837,billing,32,1
17960,48855,technical,16,2
12009,46776,billing,48,2
10890,45198,technical,7,3
11443,48201,technical,38,4
18713,42876,billing,26,2
14753,45372,billing,20,5
17640,47322,billing,8,1
17228,46348,billing,13,4
13151,45050,billing,6,4
17899,46145,technical,12,1
13014,45075,technical,45,3
10514,49917,billing,3,1
12803,44322,technical,33,4
14603,41664,technical,37,3
12379,45966,billing,24,5
16904,44985,billing,18,5
12308,43855,technical,34,2
13748,49646,billing,29,2
14125,46588,technical,1,2
14847,49087,technical,3,4
18966,43891,billing,31,4
14517,48693,technical,3,3
12134,44989,technical,22,2
10051,49646,technical,25,2
14181,42915,technical,45,2
10216,43149,technical,23,4
14134,46369,technical,11,5
18698,42535,billing,39,5
15629,44528,technical,45,2
17776,40967,technical,41,4
10354,46513,technical,46,5
15690,44857,billing,34,5
16734,41811,technical,43,2
17379,43595,billing,11,5
16275,41712,billing,17,4
17149,45952,technical,19,3
19076,45009,billing,42,5
16831,40008,technical,46,4
12491,43618,technical,20,1
12682,44772,technical,28,1
17115,49223,technical,48,5
17829,40981,billing,46,2
13350,41137,billing,31,5
10247,47495,technical,15,1
11184,44231,technical,2,5
13632,49581,technical,29,5
17826,45852,technical,46,3
15680,45497,billing,39,2
16305,42762,billing,25,3
14740,44914,billing,41,3
15319,49553,technical,24,1
14465,45553,technical,45,3
14770,42326,billing,8,3
13353,45865,billing,4,3
14650,49655,billing,26,4
15612,40935,technical,21,3
18507,48943,technical,45,1
15168,48244,technical,35,1
17917,45110,billing,34,2
10096,42198,technical,7,5
18645,48691,technical,7,4
16452,48252,billing,48,5
18955,48695,billing,4,5
13073,41249,billing,15,1
16714,44627,billing,2,2
17369,48861,billing,26,4
10130,40233,technical,34,4
11877,45499,billing,41,5
13936,45005,billing,3,5
13598,41256,technical,34,2
18786,47000,technical,25,5
11608,49736,billing,28,2
19772,46507,technical,15,4
14735,42271,billing,14,4
14554,40363,billing,4,4
13076,41130,billing,36,2
19513,45432,technical,45,5
12459,40963,technical,11,2
10834,47574,billing,12,1
14858,47746,technical,34,3
18831,42797,technical,44,1
12472,46050,technical,12,2
16093,45573,technical,32,1
10054,40237,technical,24,3
14563,49884,billing,9,1
15529,49087,billing,47,1
18221,44437,technical,32,4
10627,43444,billing,27,2
10910,48719,billing,32,2
13629,41958,billing,33,4
19491,45794,billing,39,5
15453,43657,technical,26,1
15063,47386,technical,10,5
11127,46502,billing,18,3
16389,41695,technical,15,4
15054,45294,technical,32,2
12039,44091,billing,34,2
14429,49246,billing,35,3
16805,43665,billing,1,1
17884,47552,technical,30,5
17185,44133,technical,15,3
17586,42351,technical,24,5
11422,48146,technical,5,4
13882,48822,technical,42,5
15106,47930,billing,17,4
13111,45095,technical,26,4
18109,43132,billing,30,1
10147,40683,billing,16,4
13991,48103,technical,36,5
18287,40010,billing,46,1
14941,43258,billing,37,4
18358,42792,billing,9,1
11034,40457,technical,15,2
14431,48022,billing,6,3
10024,42496,technical,41,5
15954,40530,technical,29,2
16805,41439,billing,42,4
10626,44388,technical,12,3
11041,42987,billing,27,4
17979,42981,technical,47,5
16330,46164,billing,47,2
18501,42648,technical,29,2
10453,43361,technical,20,1
13473,44351,technical,15,1
12032,45223,billing,19,5
16800,45056,technical,17,1
15924,41634,technical,12,4
11490,46965,billing,36,5
16906,40874,billing,5,1
11674,48376,billing,46,1
11040,47412,billing,36,5
13201,49213,billing,23,2
17656,46887,billing,27,4
17838,44363,technical,21,1
19672,41061,technical,1,2
18747,41107,billing,16,2
12747,49066,technical,43,5
10530,43608,technical,36,4
19233,40793,technical,12,1
11623,49821,billing,9,1
16094,42447,technical,30,4
14678,40724,billing,44,4
19063,44284,billing,4,2
18390,40378,billing,32,2
14053,45195,billing,14,4
18174,40996,billing,26,4
10538,44927,billing,16,2
15653,40096,billing,13,3
18352,41017,billing,42,2
14298,49021,billing,37,2
12865,49548,billing,38,4
13059,47155,billing,25,3
15559,43380,billing,32,5
19497,49467,technical,20,5
15834,41678,billing,21,1
11827,40935,billing,15,2
15596,45289,billing,5,1
15537,48901,billing,37,1
10768,42189,technical,7,2
16873,41524,technical,44,3
16487,42660,technical,40,4
18516,48888,billing,15,3
14250,48060,billing,14,4
18833,40914,billing,39,4
16380,47086,technical,43,3
15073,45243,technical,44,1
11445,47601,billing,30,1
12215,45723,billing,2,3
16674,46166,technical,5,1
11007,45392,billing,1,2
16283,46231,technical,2,3
15703,44308,technical,35,1
13476,47169,billing,21,1
16954,49372,billing,47,1
13143,43638,billing,10,4
13781,48332,technical,29,1
18188,40655,technical,16,5
15469,48980,billing,24,4
16259,41975,technical,37,1
10382,49865,billing,43,3
15747,47836,technical,27,2
13732,47748,billing,15,5
15740,42567,technical,10,2
11516,40812,technical,8,3
15753,46870,billing,5,3
18200,46529,billing,7,2
16902,40632,technical,39,5
19642,46153,billing,16,5
19682,44454,technical,10,1
16019,49972,billing,38,2
19538,45090,technical,13,4
18223,46205,billing,35,4
16358,44293,billing,26,3
16884,49427,technical,7,5
11845,45000,billing,26,3
12495,42654,technical,42,1
12230,42327,technical,11,5
12420,46853,technical,30,2
15613,43799,billing,20,2
15826,43119,billing,46,2
19419,49278,billing,28,2
17285,44355,billing,24,1
19955,43593,technical,19,2
13816,46203,billing,33,1
14010,48003,technical,24,2
14065,44937,technical,10,4
14867,47381,billing,2,1
18100,45288,technical,46,2
12843,48854,technical,34,1
18004,44765,billing,35,3
15537,40505,technical,35,2
16198,49101,technical,33,3
17706,41740,technical,47,2
10155,44611,technical,28,3
13886,46931,technical,28,4
11261,41649,billing,16,1
19512,44044,technical,7,4
12570,41397,technical,43,4
18434,45148,billing,25,5
14661,48887,billing,15,2
13513,42768,billing,2,1
10069,48908,technical,25,3
12286,43998,technical,17,4
14974,42926,technical,48,1
16553,47145,technical,11,2
15922,49167,billing,9,3
16268,40852,technical,40,3
19438,41930,billing,11,1
17402,40815,technical,20,2
10189,46199,technical,10,1
15693,46996,technical,28,5
11030,48852,billing,8,1
13724,45739,billing,1,2
13084,49983,technical,18,2
13681,43115,technical,44,2
17245,49524,technical,39,1
12228,45888,technical,12,4
17870,46577,technical,44,5
10795,40185,billing,11,4
14599,40854,billing,20,1
16330,42904,billing,11,5
18610,42926,technical,36,1
11284,47237,technical,26,2
11122,40864,technical,42,2
10095,46902,technical,32,5
19815,49699,billing,5,3
17176,46064,technical,40,2
14724,43056,billing,7,1
17941,45316,technical,20,2
11106,44865,billing,26,1
14335,46533,billing,36,1
10294,42880,billing,12,3
12794,46524,technical,12,5
15524,43213,technical,20,3
19891,41534,technical,26,2
14385,40491,technical,4,3
14044,49278,technical,19,1
10373,49415,billing,44,4
15158,41680,billing,28,5
14360,46799,technical,20,5
17894,49765,billing,1,4
12699,40895,billing,5,5
19442,44103,technical,30,4
11405,46430,billing,36,1
11648,40415,technical,42,5
10996,41142,billing,35,4
19342,40556,technical,2,1
13818,41635,billing,23,3
16848,42441,billing,19,4
11591,47135,billing,37,1
12900,44491,billing,39,2
15855,48548,billing,16,1
11398,46152,technical,32,1
17144,47299,technical,1,3
11191,40110,billing,44,2
15485,44172,billing,22,3
12210,41377,billing,8,3
12262,47989,technical,31,5
11764,48128,billing,39,5
15195,47963,billing,26,4
19515,47597,billing,6,2
11892,49939,technical,11,1
16765,44530,technical,21,5
11752,49721,technical,30,2
11024,45191,billing,40,1
18071,42713,technical,26,2
12000,41763,billing,38,3
14160,49223,technical,4,5
11686,49281,technical,21,1
16758,45684,technical,38,2
14429,43456,billing,44,4
15436,41103,technical,7,5
10795,40734,billing,1,2
15965,47470,billing,1,4
14304,45828,technical,11,3
11994,40854,technical,48,3
15502,41337,technical,24,1
15141,42831,technical,41,2
15278,47884,technical,40,2
19447,49332,billing,23,5
19410,44930,technical,45,2
15579,43896,technical,23,3
16468,40693,technical,27,3
15048,43695,technical,15,4
17669,40856,billing,27,3
18866,44207,technical,37,2
13458,41932,technical,6,5
16500,44988,technical,24,2
17637,49042,billing,16,3
18930,43309,technical,7,2
12178,49197,billing,1,3
15304,46966,technical,32,5
14669,41416,technical,14,3
12509,43615,technical,46,3
19115,47506,billing,38,1
19039,43893,billing,28,4
10335,47634,technical,20,1
11649,43670,billing,23,3
19870,45141,technical,32,3
10138,49041,technical,6,1
17324,45447,billing,16,2
14148,49240,technical,25,4
12782,42078,billing,36,4
14659,43665,billing,5,3
10162,46894,billing,23,1
13749,46774,billing,11,2
16356,45210,billing,10,1
10744,47025,billing,20,5
10484,44540,technical,13,5
14095,41227,billing,35,4
15611,41399,billing,29,3
10067,44702,technical,35,1
19533,42762,technical,45,1
19091,49364,technical,28,2
11472,40373,billing,15,1
12068,40194,billing,28,1
13610,45750,technical,15,5
11114,43305,technical,9,3
10063,46195,billing,24,3
17769,45062,technical,6,5
15129,40628,technical,39,2
16790,40834,billing,43,1
15862,45732,technical,15,3
13986,40321,billing,10,3
18233,43651,technical,36,4
18202,44715,technical,23,4
14300,41541,technical,22,4
14589,45932,technical,27,3
11047,40282,billing,11,4
15902,47540,technical,18,2
14298,49193,billing,23,3
13575,43717,technical,16,4
11008,47360,technical,29,1
13809,48602,technical,16,2
10564,44512,technical,24,5
17433,48712,technical,20,4
15611,47211,billing,41,4
15777,40011,technical,32,4
10608,45605,billing,43,1
14567,41990,technical,11,3
12906,41961,technical,14,3
16028,47551,technical,45,2
18205,41655,technical,28,4
15888,49318,technical,9,3
12181,48074,billing,35,1
18175,43644,technical,27,5
12011,47167,billing,9,1
15287,45393,billing,28,1
17484,47893,billing,8,5
10672,48169,technical,39,1
15837,40835,billing,28,4
18544,48116,billing,31,2
17562,40842,technical,31,4
11987,40932,technical,15,4
12567,42512,billing,36,2
14068,48048,technical,39,1
16491,46194,technical,44,5
13232,46123,technical,13,5
10367,42909,billing,6,1
16672,48545,billing,45,2
12829,45901,technical,7,4
12543,42534,technical,1,5
17790,43519,technical,46,4
12840,47819,billing,16,4
17849,45679,technical,46,3
18201,41414,technical,34,5
10844,41886,billing,46,2
16194,48806,billing,18,4
12828,43327,technical,35,4
17523,48334,billing,35,1
12332,44560,billing,37,5
15191,43740,technical,48,5
13694,45192,technical,17,5
16866,48696,technical,44,1
17187,44813,billing,44,1
11175,42704,billing,12,3
13209,42004,billing,35,4
15351,42673,technical,36,3
10422,45959,billing,27,4
14126,41455,billing,22,2
16855,44800,technical,25,1
17722,49109,technical,4,2
12762,49831,technical,38,4
11463,43046,technical,1,4
16209,44747,billing,25,5
15780,49367,technical,46,1
11306,44041,technical,20,2
16673,42086,billing,11,2
12247,48486,technical,10,5
10579,40407,technical,19,2
19407,48272,billing,1,3
15199,47357,technical,26,2
13055,47609,billing,15,2
17036,45999,technical,36,4
10309,47102,technical,20,1
13750,47467,billing,18,2
14454,44926,technical,19,3
16821,47341,billing,14,2
10452,41896,technical,19,3
13259,45921,billing,27,4
16067,48585,technical,33,4
12029,44521,technical,46,3
19108,43401,billing,30,4
13096,48417,billing,38,4
17093,40520,technical,15,2
18357,41380,billing,10,1
16249,44659,billing,34,3
17519,43260,billing,4,1
16894,46063,billing,3,2
11453,41920,technical,47,4
14221,40264,billing,36,3
18622,41582,technical,27,1
18104,44494,billing,40,4
11814,43850,technical,9,3
13815,46126,billing,7,3
15942,42470,technical,25,3
19512,43156,billing,29,1
11375,44355,technical,9,3
18356,41384,technical,6,1
11246,47406,technical,39,2
12745,48615,billing,45,1
18484,46928,technical,43,2
11960,44769,technical,23,3
10733,46659,technical,48,4
19787,47026,technical,19,4
17290,43515,technical,34,1
14794,40915,billing,18,5
12502,47080,billing,36,3
11090,43287,technical,27,4
17601,44875,technical,37,3
18617,48915,technical,39,5
13826,40546,technical,44,5
17615,40553,technical,1,1
13392,49401,technical,20,2
16742,46545,technical,31,1
11304,45669,billing,39,4
13806,49670,billing,11,4
16355,40870,billing,17,4
10991,40239,billing,6,1
13390,42324,billing,24,4
11196,45806,billing,24,4
12069,42192,billing,23,5
14070,41524,billing,28,5
15261,40234,billing,8,1
17006,46515,technical,21,1
13922,48689,billing,17,2
18291,43390,billing,45,1
19893,46410,technical,18,4
12846,49980,technical,24,5
15872,49672,technical,13,5
15597,48757,technical,41,2
15606,42189,technical,2,5
16949,42356,billing,31,3
11646,42451,technical,29,5
15180,46203,technical,1,4
13478,48451,billing,5,1
18839,47079,billing,47,1
11089,47508,technical,20,1
17945,43323,billing,26,3
18903,41063,billing,35,2
12977,41427,technical,34,3
12012,47695,billing,47,3
17444,46574,technical,46,3
15400,44301,technical,25,4
15686,44993,billing,15,5
15108,44331,technical,28,1
11521,45271,technical,44,4
13205,44375,billing,18,4
19410,42193,billing,32,5
15510,45008,technical,31,1
17646,43386,technical,11,2
19073,42997,billing,40,5
10102,49435,billing,10,3
13735,47497,technical,1,3
11983,42776,billing,13,4
16203,45410,billing,35,5
10446,48000,billing,42,3
19470,42051,billing,22,5
10929,41277,billing,2,2
18701,42026,technical,30,5
11148,45749,technical,3,4
11912,47869,technical,29,1
15209,46849,billing,38,3
18611,46655,billing,41,4
18789,40165,billing,32,3
10969,44846,technical,23,3
11327,42095,technical,23,1
17403,45687,technical,43,5
10925,49480,billing,12,5
10864,45640,billing,40,4
13786,40185,billing,10,2
17150,46445,billing,12,1
11010,40847,billing,26,2
17924,42092,technical,15,4
12848,41145,technical,29,2
18094,45167,technical,3,5
16088,41191,billing,3,3
10435,49578,billing,32,2
17572,41132,technical,12,5
10305,45259,technical,10,5
13480,48066,technical,6,1
13226,41342,technical,39,5
13027,44424,billing,5,2
16530,47290,billing,28,3
13225,49586,technical,46,5
18991,49368,technical,40,1
10753,48164,billing,34,5
12375,40848,billing,42,4
14033,47337,billing,46,4
17728,45640,technical,32,5
14833,40963,technical,13,2
12017,42828,billing,42,4
17044,41169,technical,7,2
10964,42542,billing,9,1
14262,40326,technical,4,5
18884,42681,technical,11,1
12184,46325,billing,45,5
12238,46654,billing,20,4
12732,43199,billing,34,4
10243,44246,billing,36,1
18587,42507,technical,38,4
14959,41642,billing,22,2
18591,44820,billing,21,3
17772,40663,technical,30,2
18628,47642,billing,5,4
15429,41832,technical,20,3
18356,44301,billing,7,2
12067,45062,billing,1,1
12856,41461,billing,17,2
19580,46230,technical,20,1
16481,44202,billing,7,2
16902,42542,billing,12,3
13119,40521,technical,31,1
11342,44510,billing,45,4
16279,40733,technical,19,2
18074,43035,billing,45,4
19074,45285,technical,27,1
15121,43463,billing,21,1
11871,42081,billing,29,1
15238,43482,technical,6,1
16019,49313,technical,8,1
15976,40456,technical,32,2
11444,49996,billing,11,1
15765,48025,technical,6,3
18184,41571,technical,15,5
10983,42548,technical,12,2
18950,49250,billing,20,3
10749,43896,technical,7,5
11187,44467,billing,5,3
19299,44618,billing,34,1
19010,46982,billing,18,1
17250,49906,billing,34,3
12715,48000,billing,3,2
17488,45846,technical,17,2
18702,45293,billing,27,3
17731,44915,technical,38,5
17075,41569,billing,27,3
10713,42307,technical,15,3
11476,40088,technical,35,3
10140,49215,billing,12,5
15291,43599,technical,32,5
16383,42047,technical,35,1
13342,43661,technical,20,5
17786,41606,billing,12,3
12551,47775,technical,31,5
13670,41932,billing,21,1
11528,49082,billing,42,4
10507,46419,billing,16,3
18913,42746,billing,16,2
12408,45305,billing,11,5
15984,46708,technical,2,2
13912,44776,technical,28,3
16477,49954,billing,12,5
17571,45626,technical,46,4
17177,48161,billing,10,5
16202,41210,billing,9,1
16453,44652,technical,18,2
11683,49394,billing,29,2
16672,44108,technical,2,5
19322,48491,billing,20,3
18701,49042,technical,26,2
19879,43792,billing,41,3
16605,44501,billing,44,4
15624,48496,billing,18,2
16833,40048,technical,39,4
16218,49060,technical,48,3
12825,41147,billing,22,3
12990,41274,billing,23,4
19886,40001,technical,22,3
18756,46456,billing,38,3
14956,43450,billing,20,3
11341,47827,billing,36,3
18106,40043,technical,31,4
12527,48852,billing,7,5
12869,48889,billing,6,3
17682,47684,technical,38,3
13080,46173,technical,2,2
10546,43531,technical,15,5
10674,40768,billing,41,4
18401,41952,technical,39,1
12105,44367,billing,1,2
12386,42176,technical,10,4
10049,42134,technical,8,2
13579,47275,billing,24,1
19609,46643,billing,44,1
14485,40476,technical,43,5
15569,41592,billing,1,2
13830,48021,technical,26,5
17364,45056,technical,28,2
16310,49017,technical,1,3
14072,41397,technical,6,3
19991,43795,billing,7,2
12851,41634,technical,19,3
10587,49440,billing,19,5
14201,42502,technical,19,3
13969,44967,technical,10,1
10983,43879,billing,43,4
17863,47540,billing,20,3
10785,48149,technical,19,1
19220,49719,billing,38,4
14494,41959,billing,30,2
14899,45278,billing,5,3
11579,41181,technical,25,3
12854,47283,billing,48,5
13794,45975,billing,22,4
10501,42453,technical,35,3
17928,46710,technical,16,1
17041,49705,technical,47,3
11064,42442,technical,48,1
11931,48638,technical,28,2
17871,43491,billing,9,2
10322,44255,technical,23,5
18127,49012,technical,25,4
14250,49181,technical,48,2
13544,46893,billing,15,2
18218,43859,billing,6,3
18940,49891,billing,31,3
11354,44917,technical,44,2
10478,49838,technical,29,5
18406,49256,technical,5,2
15871,42185,technical,15,3
17347,46472,billing,43,2
15521,40999,billing,27,3
18725,41207,technical,31,1
10523,49633,billing,5,1
12794,40936,billing,16,5
10625,42890,technical,48,2
16490,41343,technical,3,4
19733,40013,technical,31,1
15298,46169,billing,17,2
19254,42787,billing,26,1
10636,46102,billing,21,4
14980,42645,technical,47,1
17272,40112,technical,45,2
15892,47013,technical,5,5
18744,43254,billing,28,3
19559,48278,technical,43,2
16701,48497,technical,5,5
19258,46038,billing,38,3
17380,40661,technical,36,3
18510,47941,technical,2,1
10428,48626,technical,23,3
17489,43384,technical,35,1
16630,41696,technical,21,1
12973,48858,billing,47,1
19364,47395,technical,10,5
10844,40088,billing,23,5
12568,48483,billing,1,5
12236,45712,technical,25,1
18942,41261,billing,39,4
19589,48226,billing,40,3
18426,43820,technical,44,3
12670,45606,technical,10,1
11621,48285,technical,29,5
18079,42891,technical,26,5
14819,47713,technical,26,3
12891,46068,technical,43,5
12071,42241,billing,30,2
11052,42082,technical,16,2
11471,43465,technical,22,1
17594,40547,billing,9,2
14805,44157,technical,24,2
14548,45044,technical,47,2
13461,41597,technical,1,2
15771,47862,billing,36,3
19619,49993,technical,6,5
15084,46086,technical,46,5
11314,44698,technical,11,2
12504,49970,technical,1,3
14101,43656,billing,41,3
10635,40514,billing,24,1
11477,44177,technical,14,2
14819,41340,billing,15,1
17315,43747,billing,13,3
16751,41282,technical,16,2
18250,41934,billing,17,3
17383,43454,technical,13,4
19960,40303,technical,19,1
19016,49792,billing,1,3
10431,48457,technical,34,4
16130,46567,billing,7,5
18188,49151,billing,3,3
19305,44455,technical,36,5
10296,42292,technical,7,3
19202,43666,technical,45,2
15685,40144,billing,32,4
18558,49916,billing,16,5
19984,48446,technical,13,3
11046,40293,billing,7,1
13013,40157,technical,19,3
12601,46000,billing,39,5
16215,47222,billing,19,1
19297,48794,billing,21,5
17865,48568,billing,15,2
10195,43001,billing,35,3
18786,40872,billing,48,5
18660,49581,technical,44,4
19550,40533,billing,22,3
13542,45125,technical,33,3
15092,46998,technical,9,4
17500,44119,technical,4,3
19559,40268,billing,10,4
15059,48538,technical,40,4
18976,42119,technical,27,5
19081,49064,billing,39,5
16253,49189,technical,30,5
12151,46769,technical,41,5
11777,47980,technical,16,1
10105,44590,billing,6,1
13820,47689,technical,44,2
15104,40159,technical,32,3
17726,48559,billing,16,1
12447,43969,technical,17,3
17028,42544,technical,45,3
17428,45960,technical,41,3
12209,49755,technical,43,5
10705,45715,technical,46,3
12261,47960,billing,29,1
16798,46548,technical,33,3
18396,45030,billing,39,1
11059,43686,billing,11,5
11894,44215,billing,9,1
11533,40174,billing,46,3
18453,42966,technical,38,5
19692,47312,technical,19,4
10391,40236,technical,33,2
10165,48555,billing,13,3
14335,40743,technical,40,3
16459,49633,billing,41,4
10707,49732,billing,11,5
11142,47268,billing,46,4
14907,49885,technical,41,4
13571,43284,billing,40,2
13195,40247,technical,31,3
19338,45518,technical,38,2
12687,48388,technical,20,3
17325,48885,billing,36,2
18935,42272,technical,22,2
12736,49323,technical,36,2
11381,40032,billing,37,2
11346,48489,billing,10,1
12387,43535,billing,30,2
16432,42521,technical,22,3
18970,47691,technical,6,4
18954,40062,billing,3,3
16004,48060,technical,32,5
12083,42153,billing,19,3
13737,42014,technical,43,3
11845,48372,billing,12,3
13628,49004,technical,22,4
14112,44274,technical,38,1
10196,44830,billing,7,4
14192,44834,technical,5,3
19233,40100,technical,45,2
18803,43918,technical,6,2
15351,43154,technical,14,5
14890,45366,technical,36,4
10716,45859,technical,12,3
19230,40307,technical,5,5
16968,42137,billing,37,3
18994,44703,billing,36,4
15926,44672,technical,30,4
19022,43739,billing,26,4
19605,44445,technical,4,3
10447,44396,billing,32,2
11748,48037,technical,42,1
13703,40579,technical,14,3
11934,45759,billing,29,2
12578,43623,technical,20,3
15178,48386,technical,15,4
19739,47639,billing,4,1
17718,43234,billing,35,5
11827,46299,technical,1,3
16337,42534,billing,32,5
16001,41210,billing,8,4
10818,41948,billing,22,2
10768,47428,billing,5,2
11047,40098,technical,25,2
14414,45509,technical,32,3
13588,42178,billing,18,1
11915,45202,technical,48,4
15676,45054,billing,26,4
17655,46043,technical,46,4
18433,46500,billing,11,4
15299,41903,technical,48,5
15431,43097,billing,9,2
14742,40232,billing,32,2
14186,48520,billing,3,5
18962,45853,technical,45,5
16627,41585,technical,18,1
14997,49170,technical,43,1
15569,40872,technical,33,2
14116,43959,billing,23,5
17305,40086,billing,19,2
11552,47426,billing,4,3
17306,44710,technical,12,4
19046,48754,billing,17,4
11379,46038,billing,5,4
16461,47494,technical,7,5
14074,40798,technical,12,1
13295,43153,billing,4,5
10359,41868,billing,6,5
16422,41968,technical,47,2
17983,40926,technical,45,1
18922,40640,billing,29,3
12551,46853,billing,34,5
16300,48397,technical,18,5
13028,47495,technical,43,2
16578,47074,technical,9,2
16908,44568,billing,3,1
10550,40844,billing,25,4
14514,45914,billing,1,3
10828,46240,billing,33,3
13128,49961,billing,24,1
15806,49606,technical,33,3
18772,45377,technical,30,3
10182,43958,technical,10,3
10775,44956,technical,6,3
14877,44281,technical,23,3
12979,43147,billing,48,5
10259,48931,billing,30,1
15498,49092,technical,25,1
18477,42165,technical,45,2
17985,49678,technical,4,1
16577,44374,technical,27,1
17515,42686,billing,14,5
16016,47276,billing,35,5
18861,48978,billing,14,3
12486,47904,billing,2,1
15465,44182,billing,32,3
10444,48250,technical,32,4
10359,47521,technical,6,1
18456,44631,billing,7,3
13324,40770,billing,2,3
15159,47430,technical,33,2
12473,46121,technical,32,3
13459,48697,technical,42,1
10295,42750,billing,11,3
15025,46188,technical,22,3
15470,47600,billing,3,4
19932,48012,technical,46,4
17721,41035,technical,22,4
11769,40054,billing,21,4
14593,40970,billing,34,1
11997,43884,billing,27,5
17404,40873,technical,2,3
16359,45056,billing,43,5
16380,44928,technical,46,5
11127,41128,billing,25,5
11614,48167,technical,45,5
15053,44840,billing,46,1
10133,43722,billing,10,5
14796,44646,billing,47,3
12523,41216,technical,23,1
