Transaction ID,Product ID,Product Category,Sales Date,Revenue,Customer ID,Customer Age,Location,Industry,Customer Since,Lead ID,Lead Source,Lead Conversion Date,Lead Score,Sales Rep ID,Number of Leads Handled,Number of Successful Conversions,Total Sales Value,Support Ticket ID,Issue Category,Resolution Time,Customer Satisfaction Score
4185,195,CRM software,2020-02-12 13:53:40,1104.15,10935,63,South America,Technology,2020-02-08 13:57:52,24879,social media,2020-02-10 15:15:37,3,304,69,40,19454.47,48958,billing,46,5
2912,153,cloud storage,2021-01-05 18:40:11,1174.81,17194,44,North America,Finance,2020-05-25 07:37:24,28559,social media,2020-12-08 18:26:56,3,396,95,25,10265.76,47198,billing,25,5
4785,136,CRM software,2020-07-18 23:43:08,2274.19,13460,28,North America,Retail,2020-06-24 23:51:34,28027,email marketing,2020-06-29 19:23:40,10,390,75,41,10375.91,47914,technical,18,2
6520,147,CRM software,2022-10-14 06:35:13,1914.64,11384,26,South America,Technology,2020-12-16 20:47:03,28785,social media,2021-03-04 04:17:15,3,370,96,31,7025.6,49079,billing,30,1
1937,194,CRM software,2020-07-05 23:14:18,4509.85,11615,32,Asia,Healthcare,2020-05-30 18:10:12,27983,email marketing,2020-06-21 09:24:32,8,376,49,25,15065.94,41918,billing,2,5
6645,141,CRM software,2021-06-08 14:45:51,1242.99,17180,42,Asia,Healthcare,2021-05-08 10:15:33,23336,social media,2021-05-27 04:36:52,4,390,20,34,9545.57,41163,billing,1,2
4249,110,cloud storage,2022-05-10 19:04:51,1716.74,17403,26,Europe,Retail,2021-12-02 01:10:24,24119,social media,2021-12-24 11:36:33,2,306,87,34,13461.72,45569,billing,47,4
3677,190,cloud storage,2021-09-06 16:14:37,3797.56,14759,42,North America,Finance,2020-04-12 18:59:17,21020,social media,2021-03-18 19:08:31,9,394,51,31,7266.83,41967,billing,45,1
9678,176,cloud storage,2020-05-11 13:58:17,4412.34,14806,44,Asia,Healthcare,2020-02-20 07:48:56,23746,email marketing,2020-04-02 09:28:16,8,388,69,50,18216.08,42383,technical,17,1
5243,137,cloud storage,2020-06-20 07:01:23,4186.11,15940,43,North America,Retail,2020-02-24 23:51:16,21281,email marketing,2020-03-21 00:30:18,1,360,57,25,6635.53,45200,billing,27,5
2109,114,CRM software,2020-07-27 16:29:28,1365.22,11146,36,Europe,Finance,2020-05-29 12:38:33,28422,email marketing,2020-06-26 21:29:39,8,335,54,46,9249.01,40550,technical,40,3
1337,155,CRM software,2022-01-31 18:29:35,4110.15,16307,28,South America,Technology,2021-07-02 22:20:58,20383,email marketing,2021-09-09 08:03:09,9,320,33,5,7210.71,40457,technical,15,1
9919,199,cloud storage,2022-05-31 08:47:41,1041.63,10452,27,North America,Technology,2021-01-12 00:50:04,27004,social media,2022-01-04 18:12:30,2,365,15,44,5270.48,42484,technical,13,5
2589,148,cloud storage,2021-07-31 08:13:29,1889.51,19401,39,South America,Healthcare,2021-05-16 06:13:00,23361,email marketing,2021-07-27 15:03:53,4,355,55,46,9176.35,49950,technical,29,2
6515,111,cloud storage,2021-04-17 07:12:29,1243.71,10701,34,Europe,Retail,2020-05-23 16:57:26,20757,social media,2021-04-14 06:42:28,2,342,50,10,8063.46,45126,technical,46,5
8565,130,CRM software,2020-09-14 09:30:41,4924.97,18073,38,Asia,Technology,2020-08-19 05:00:32,24383,social media,2020-09-04 15:57:19,9,343,88,33,7560.95,40197,technical,47,2
1670,112,CRM software,2022-07-05 19:13:21,2965.48,19091,25,North America,Retail,2021-09-03 04:23:36,26670,email marketing,2022-01-15 10:52:42,5,335,78,22,12902.47,43146,billing,34,1
5625,101,cloud storage,2021-04-09 21:26:59,1738.9,13077,33,South America,Healthcare,2020-06-28 21:28:34,20442,email marketing,2020-10-24 12:49:57,6,379,68,24,17715.69,47943,technical,17,5
3543,139,cloud storage,2021-01-20 16:09:03,4914.62,15223,63,North America,Finance,2020-05-29 22:27:12,21509,social media,2020-09-17 07:18:44,3,321,79,34,14091.65,44551,billing,46,1
3252,136,CRM software,2020-01-24 06:28:03,1911.49,15226,35,Asia,Retail,2020-01-15 00:22:08,24787,email marketing,2020-01-15 17:19:12,8,316,85,47,8808.61,40746,billing,19,1
9257,172,cloud storage,2022-04-08 09:58:26,3408.98,13455,21,South America,Healthcare,2021-09-17 08:02:21,26636,social media,2021-12-23 12:23:43,9,397,70,11,17128.35,42462,technical,24,1
2561,172,cloud storage,2022-12-08 06:26:25,3000.26,19872,66,Asia,Technology,2021-11-14 19:29:07,29861,social media,2022-06-05 11:50:34,9,369,71,19,5892.71,45346,billing,26,1
2376,124,cloud storage,2022-03-29 08:04:19,2981.35,12728,26,Europe,Healthcare,2021-03-17 00:26:16,28997,email marketing,2021-12-07 02:15:55,9,389,59,5,7720.77,41380,technical,33,2
8100,100,cloud storage,2022-05-12 14:17:28,2560.58,15566,54,Asia,Finance,2021-05-26 14:39:05,24337,email marketing,2022-04-29 09:00:29,2,396,15,43,15957.15,48726,technical,31,2
9109,165,CRM software,2021-01-29 01:14:27,2622.49,13431,44,Asia,Finance,2020-06-13 04:57:55,26548,email marketing,2020-08-22 08:18:04,9,365,48,43,19734.08,40322,billing,8,4
8060,155,cloud storage,2022-07-17 11:42:57,3985.03,10416,34,Asia,Healthcare,2021-08-26 09:19:33,26957,email marketing,2022-07-10 15:21:18,2,351,87,7,9740.21,40342,technical,46,5
2782,145,CRM software,2021-07-30 10:04:54,1606.88,15342,55,Europe,Finance,2021-06-01 22:41:15,23130,social media,2021-06-22 17:54:27,4,311,52,15,13158.08,45784,technical,14,4
1730,144,CRM software,2020-01-07 00:32:22,4405.88,17769,42,North America,Finance,2020-01-05 11:23:49,22245,email marketing,2020-01-05 23:56:42,2,349,64,19,7300.55,42661,technical,38,3
2832,127,CRM software,2022-06-20 00:53:25,4123.19,15772,67,North America,Technology,2022-03-29 19:52:52,25406,email marketing,2022-04-13 01:18:01,5,387,15,15,10583.6,44666,billing,38,4
2847,148,CRM software,2020-10-14 18:09:42,1436.05,11622,58,North America,Retail,2020-09-18 07:31:39,21343,email marketing,2020-09-20 01:57:28,7,398,39,16,6989.12,47098,billing,22,2
7292,150,CRM software,2021-06-04 19:24:14,3816.9,12707,45,North America,Healthcare,2020-06-15 19:48:53,22475,social media,2020-08-03 11:00:32,9,372,99,46,7325.22,41770,billing,16,2
3551,178,CRM software,2021-09-02 15:40:28,4872.56,12803,48,South America,Finance,2021-03-28 10:38:41,29024,social media,2021-07-18 09:22:24,4,341,47,25,11682.24,40244,technical,6,2
6822,189,cloud storage,2021-09-06 06:21:17,1557.43,15240,61,Europe,Finance,2020-01-25 01:09:27,27132,social media,2021-06-19 02:26:14,7,318,78,17,10534.24,44462,technical,21,1
1159,112,cloud storage,2021-05-31 06:41:46,1837.78,11632,33,North America,Finance,2020-05-31 03:04:22,20883,email marketing,2021-03-12 04:49:11,7,385,35,17,6672.73,48041,technical,47,3
4947,194,CRM software,2021-11-22 10:38:42,4987.21,16380,34,North America,Healthcare,2021-09-21 21:51:59,20764,social media,2021-11-13 04:13:10,1,315,18,32,11622.59,40596,billing,5,1
7395,192,cloud storage,2021-12-21 04:15:44,3645.61,10746,54,North America,Technology,2020-11-04 05:44:42,24675,social media,2021-01-13 13:56:18,8,362,59,27,11058.09,49925,billing,11,2
1155,184,CRM software,2020-07-09 18:40:50,4706.82,17785,51,North America,Technology,2020-04-02 08:27:51,22930,email marketing,2020-05-28 01:44:51,8,336,38,27,13949.55,45957,billing,42,1
7658,175,CRM software,2020-04-24 01:40:02,1211.14,19103,41,North America,Technology,2020-02-20 14:33:11,28287,email marketing,2020-03-31 09:58:45,3,363,76,22,14629.99,46752,technical,31,3
2060,160,CRM software,2022-05-26 04:07:30,2994.21,15186,34,Europe,Technology,2022-05-07 02:48:49,28635,social media,2022-05-21 02:52:12,1,358,47,34,11712.51,41604,technical,16,1
7260,182,cloud storage,2021-03-27 19:38:20,4767.18,10401,55,North America,Retail,2020-09-27 21:34:47,29946,social media,2021-01-23 00:10:47,9,383,42,30,16143.11,45936,billing,46,5
3983,151,cloud storage,2020-09-07 17:10:39,4231.32,19712,64,Asia,Healthcare,2020-02-25 09:54:34,21497,email marketing,2020-05-16 02:00:36,8,359,13,20,17869.64,42436,billing,27,4
8312,170,cloud storage,2021-02-14 15:06:59,1736.29,17085,45,South America,Healthcare,2020-04-24 02:50:34,29681,social media,2020-12-03 09:06:11,5,383,14,5,15461.58,40422,technical,34,4
5543,159,cloud storage,2022-01-07 15:06:29,1553.9,11678,66,Asia,Retail,2020-05-24 13:52:51,22708,social media,2020-08-10 08:36:45,5,333,62,11,13190.76,48769,billing,35,2
9025,137,CRM software,2022-12-15 20:36:12,4747.25,19946,32,Europe,Technology,2022-04-04 22:42:48,23959,email marketing,2022-09-10 13:42:28,5,301,68,8,14174.81,46214,billing,33,1
5332,140,CRM software,2021-08-14 08:44:45,2908.35,10811,26,North America,Finance,2021-06-18 07:28:56,29198,email marketing,2021-07-02 23:08:53,10,330,90,25,12473.0,46313,technical,18,2
5700,183,CRM software,2022-02-22 21:33:19,2565.39,15087,43,Asia,Retail,2021-06-14 11:12:06,24060,social media,2021-09-05 15:33:54,6,342,20,47,11637.24,44762,technical,37,1
2432,125,CRM software,2022-11-21 05:07:07,3734.11,15336,69,Europe,Healthcare,2020-08-26 02:21:00,24740,social media,2020-11-29 05:43:23,6,316,63,24,12663.09,47177,billing,7,3
9541,145,CRM software,2021-11-22 09:29:01,2087.16,13657,24,Europe,Healthcare,2020-06-08 09:48:54,24937,email marketing,2020-07-16 14:19:44,5,332,73,43,14368.66,43185,technical,14,5
3088,161,CRM software,2022-12-05 03:02:12,4995.87,16040,27,Asia,Technology,2022-02-19 14:42:36,29370,social media,2022-10-23 08:39:43,5,325,59,23,15629.89,48115,technical,43,2
5634,189,cloud storage,2021-03-03 16:42:48,3001.1,12765,63,South America,Healthcare,2020-07-12 14:33:28,29685,email marketing,2020-10-22 18:47:31,9,307,45,13,15901.42,49907,technical,23,1
1791,197,cloud storage,2021-09-29 10:07:30,1493.46,10533,50,Europe,Technology,2020-06-01 02:28:30,23311,email marketing,2021-06-03 06:23:03,5,346,24,15,14159.48,45311,billing,38,3
1680,141,cloud storage,2021-02-07 05:23:52,3585.92,16554,22,North America,Retail,2020-12-27 23:39:46,23777,social media,2021-01-22 17:40:33,10,365,92,23,13286.65,46192,technical,21,3
2570,174,cloud storage,2021-08-13 08:17:29,2424.28,10441,26,Europe,Finance,2021-02-10 11:43:06,22159,social media,2021-04-03 13:49:30,6,335,76,29,13834.79,42974,technical,17,5
5475,159,CRM software,2022-02-11 16:14:44,4350.09,14537,48,South America,Retail,2020-05-24 06:10:46,23025,email marketing,2022-01-03 03:06:31,8,369,43,22,10101.2,41671,technical,24,4
1540,192,cloud storage,2020-07-30 08:59:43,4472.2,15001,49,Europe,Healthcare,2020-06-29 16:51:56,27915,social media,2020-07-05 16:55:09,4,352,31,20,8045.34,44178,billing,3,3
5275,131,cloud storage,2022-04-09 14:01:06,4234.85,17203,63,North America,Retail,2020-09-03 14:11:40,21034,social media,2020-10-22 21:05:46,10,394,66,23,16443.35,40190,billing,35,4
1961,187,CRM software,2022-05-19 20:33:44,2508.73,19487,67,South America,Finance,2021-01-09 23:33:21,24930,social media,2022-04-01 07:02:35,8,387,40,13,15586.57,46134,billing,44,4
8677,194,cloud storage,2020-12-21 06:04:06,4589.04,16377,54,Asia,Retail,2020-11-30 11:45:10,21706,social media,2020-12-15 22:41:13,10,314,71,9,15290.1,43051,billing,8,4
9164,175,cloud storage,2020-12-08 18:03:06,1447.35,10090,48,North America,Finance,2020-02-10 12:49:46,20023,email marketing,2020-09-24 14:10:58,9,364,77,27,9858.19,45115,technical,5,2
9274,113,cloud storage,2020-02-10 10:18:12,2137.94,13455,22,South America,Technology,2020-02-06 21:04:39,21004,social media,2020-02-08 11:26:41,10,326,76,18,7060.08,46069,technical,30,5
3569,107,CRM software,2021-11-26 00:55:19,2261.37,11199,41,Europe,Technology,2020-08-29 19:19:41,27592,email marketing,2021-10-26 02:41:58,2,323,79,20,5424.33,46942,billing,30,2
7015,140,CRM software,2020-12-24 21:50:26,2551.93,14458,53,Europe,Healthcare,2020-04-03 20:11:13,29912,email marketing,2020-09-14 04:38:59,9,373,37,41,12497.25,43404,technical,17,3
6523,138,CRM software,2021-04-08 02:43:45,2790.88,10560,23,South America,Technology,2020-05-04 18:20:01,27025,social media,2020-11-25 10:47:47,5,388,30,24,18431.69,46827,technical,7,1
1053,195,cloud storage,2022-05-23 12:48:12,4850.08,14212,68,Asia,Healthcare,2020-03-29 17:30:40,25643,social media,2020-10-26 02:52:53,4,371,56,20,11057.36,44353,technical,3,5
1581,172,cloud storage,2020-08-17 03:11:27,3116.47,19603,61,North America,Technology,2020-04-30 03:53:20,27869,social media,2020-06-20 07:37:35,5,363,18,8,7948.27,48595,billing,14,5
5755,132,cloud storage,2020-01-06 20:31:15,1953.17,15359,35,North America,Healthcare,2020-01-02 00:36:40,23055,social media,2020-01-06 06:34:46,10,387,33,43,7201.35,48232,technical,40,4
7381,142,CRM software,2020-06-05 09:25:32,1787.36,11301,54,South America,Healthcare,2020-04-23 02:22:53,21068,email marketing,2020-05-14 00:01:14,2,302,87,29,14212.88,43221,technical,2,3
4013,186,CRM software,2021-07-21 06:51:24,1306.23,13378,61,North America,Technology,2021-03-13 19:48:10,27179,social media,2021-03-20 10:14:00,4,310,22,37,18760.12,48886,billing,14,5
8873,174,cloud storage,2022-12-27 02:19:36,2395.38,18429,52,South America,Technology,2020-09-15 13:28:45,29977,social media,2022-06-13 13:58:19,5,334,93,15,15229.67,48742,technical,14,3
1078,147,CRM software,2021-05-24 14:45:15,4050.09,18891,26,Europe,Finance,2021-02-21 15:15:38,25329,social media,2021-05-20 03:49:33,1,328,74,49,10432.34,49803,billing,35,2
5126,132,cloud storage,2021-06-14 08:35:36,3202.12,13543,38,South America,Finance,2021-03-13 12:00:34,20195,email marketing,2021-05-16 15:19:10,10,314,75,47,8889.88,40650,billing,5,1
5967,161,cloud storage,2020-03-11 03:51:36,4778.12,12632,34,Europe,Retail,2020-02-09 08:25:56,24774,social media,2020-03-07 03:23:34,10,305,28,46,9047.84,43448,billing,6,4
7843,138,CRM software,2021-03-17 14:02:05,1260.64,18890,22,Asia,Technology,2020-09-20 22:17:20,20209,email marketing,2020-10-20 15:06:14,10,398,33,42,9559.84,40527,billing,47,2
1666,152,CRM software,2021-06-03 02:12:28,4921.8,17497,20,Europe,Retail,2021-05-26 14:59:01,25776,social media,2021-05-28 18:39:23,7,324,36,7,13740.46,45588,technical,3,5
4363,106,cloud storage,2021-09-27 07:12:29,4783.83,12386,35,Europe,Retail,2020-09-08 13:52:55,27391,email marketing,2021-08-14 11:03:40,5,321,16,26,12043.81,46656,billing,8,5
9912,150,cloud storage,2022-07-13 16:29:41,2203.33,16495,64,South America,Healthcare,2020-12-13 05:40:59,27843,email marketing,2021-08-31 14:12:59,3,352,31,32,16963.05,46901,billing,9,5
8693,131,CRM software,2020-12-22 09:27:20,3704.4,16512,32,Europe,Healthcare,2020-09-17 03:17:07,29947,email marketing,2020-09-17 08:10:04,1,387,35,16,12236.17,45287,billing,28,4
9955,156,cloud storage,2022-04-15 09:06:18,3744.16,18192,38,North America,Healthcare,2021-06-04 23:34:04,26272,email marketing,2021-09-19 18:51:11,9,331,80,34,5073.37,42433,billing,46,5
8668,179,CRM software,2021-04-30 19:52:35,3731.95,12416,21,South America,Retail,2020-09-28 02:30:32,24597,email marketing,2021-04-06 23:29:07,7,334,94,35,18463.37,48274,technical,4,3
8123,183,CRM software,2020-08-25 05:04:10,4795.3,12527,54,Europe,Retail,2020-01-28 13:46:35,27213,email marketing,2020-07-17 17:30:15,7,342,28,13,19167.27,43553,technical,37,5
6999,134,CRM software,2020-12-10 22:20:46,1584.52,16036,66,Asia,Retail,2020-08-23 03:30:11,24410,email marketing,2020-10-03 06:27:27,1,365,74,44,14617.76,48585,billing,23,3
7498,120,cloud storage,2022-07-10 15:38:20,1067.06,18559,27,Asia,Technology,2021-03-09 18:50:08,26624,social media,2022-01-06 00:01:21,3,346,76,23,16818.86,43721,technical,35,2
5666,137,cloud storage,2021-07-22 14:23:14,2538.33,12217,25,Asia,Finance,2020-10-25 00:02:33,22311,social media,2021-03-05 10:19:59,8,326,52,49,18496.99,44073,technical,16,4
5962,161,CRM software,2021-10-14 15:26:55,3657.03,10093,68,South America,Finance,2020-12-30 11:43:44,21074,email marketing,2021-04-26 03:04:28,4,324,82,16,5702.68,46880,technical,28,4
4458,125,CRM software,2020-02-24 15:25:52,3178.93,16378,21,Asia,Technology,2020-02-10 07:13:30,20021,email marketing,2020-02-13 08:22:10,8,378,89,40,14733.68,40622,technical,15,1
5367,163,CRM software,2021-11-25 07:48:20,2766.74,18853,32,North America,Healthcare,2020-09-29 23:03:31,26286,social media,2021-05-21 19:09:16,7,325,14,23,18051.32,45085,billing,15,2
1595,152,CRM software,2022-01-05 16:42:07,4059.01,13744,20,Europe,Technology,2020-06-12 13:49:18,29164,social media,2020-06-30 00:55:37,7,339,87,33,8880.8,43898,technical,34,3
6271,144,CRM software,2022-05-01 17:10:47,1150.88,17547,41,South America,Healthcare,2022-04-15 00:33:01,27265,social media,2022-04-29 10:39:52,10,324,21,16,7276.22,49732,technical,3,1
9854,139,cloud storage,2021-12-20 18:08:39,1918.65,11429,58,Europe,Retail,2020-03-24 04:02:05,21439,social media,2021-12-20 07:19:05,1,349,27,37,19888.56,49396,billing,32,1
6959,140,cloud storage,2022-08-20 08:24:31,4284.3,10996,46,Europe,Finance,2022-05-26 09:03:38,29301,email marketing,2022-07-15 18:48:04,1,372,98,49,9856.84,40184,technical,37,4
2712,183,cloud storage,2021-01-06 22:03:14,2333.83,15679,52,North America,Retail,2020-05-15 23:49:32,24800,social media,2020-07-27 13:03:48,10,372,94,13,6796.96,49906,technical,6,2
1703,152,cloud storage,2020-06-05 17:29:12,4873.43,18950,28,Asia,Healthcare,2020-02-06 22:16:07,20903,social media,2020-02-27 14:03:10,9,326,39,40,6640.72,40501,technical,35,5
4100,180,cloud storage,2022-03-12 13:18:38,1697.74,15629,28,North America,Technology,2020-03-10 11:18:31,24567,social media,2020-08-12 09:00:30,8,329,56,48,6751.36,45998,technical,37,4
4308,155,CRM software,2022-03-28 15:25:59,1848.7,16370,42,North America,Technology,2021-06-29 05:52:20,22583,social media,2021-08-19 08:01:59,2,373,74,37,12575.26,48928,technical,14,3
7024,127,cloud storage,2020-07-21 10:10:09,1832.14,11772,22,Asia,Healthcare,2020-06-03 17:16:30,22789,social media,2020-07-08 23:27:18,10,367,52,23,9756.39,42599,technical,3,4
9835,167,CRM software,2021-12-04 03:47:05,3415.65,19273,61,Europe,Technology,2020-03-08 11:28:11,20352,social media,2021-04-29 13:37:57,2,367,16,8,16605.51,45134,technical,5,4
6653,114,cloud storage,2020-08-26 04:21:53,3931.94,11897,39,Europe,Healthcare,2020-08-15 15:53:10,29164,social media,2020-08-25 16:03:30,9,343,92,27,15000.78,41459,billing,41,2
5270,192,cloud storage,2020-08-06 05:07:24,2653.55,12437,20,Europe,Technology,2020-01-12 21:22:05,23370,social media,2020-05-09 17:57:28,5,387,28,36,9027.31,40860,technical,21,4
8185,156,cloud storage,2020-04-07 11:46:53,2661.55,13038,44,North America,Finance,2020-02-23 13:57:59,27223,email marketing,2020-03-24 00:09:31,6,360,71,7,18986.69,48978,billing,30,5
2719,194,cloud storage,2021-04-27 21:25:38,4240.72,17895,30,South America,Healthcare,2020-11-01 20:24:05,21592,email marketing,2021-01-11 17:42:36,1,327,91,11,15133.03,46200,technical,32,5
6079,147,CRM software,2020-02-12 21:36:39,3556.38,17767,50,North America,Technology,2020-02-10 14:07:43,28254,email marketing,2020-02-12 19:56:21,7,368,68,50,9321.29,49525,technical,8,4
2533,183,cloud storage,2020-12-13 16:00:36,1470.03,14396,41,Asia,Healthcare,2020-03-13 09:09:16,29295,email marketing,2020-03-17 05:43:28,8,393,47,8,11642.28,41744,technical,43,5
5154,133,cloud storage,2020-03-15 18:51:15,1668.91,10863,38,North America,Healthcare,2020-03-10 03:22:41,24310,social media,2020-03-10 04:01:53,4,307,76,47,16565.87,42640,technical,11,5
3754,158,CRM software,2022-12-26 19:35:15,3987.28,15157,22,Asia,Technology,2020-03-23 00:17:51,21860,email marketing,2021-03-01 07:42:19,3,326,59,44,10216.07,45077,billing,4,2
5041,152,cloud storage,2021-07-16 03:44:55,2474.52,11791,34,North America,Healthcare,2020-02-14 10:24:08,22985,email marketing,2020-04-18 12:42:57,10,302,70,41,19992.9,44576,billing,6,2
7914,180,CRM software,2020-06-18 21:16:55,2943.6,12186,58,North America,Finance,2020-01-08 16:08:45,24282,email marketing,2020-04-18 14:07:32,4,366,87,45,16074.1,46208,technical,6,1
2463,116,cloud storage,2020-12-16 23:34:04,4182.56,14031,27,South America,Retail,2020-03-25 13:26:35,21693,email marketing,2020-08-23 16:57:03,10,377,57,31,12055.81,41818,technical,22,1
8446,128,CRM software,2021-04-20 01:51:50,3949.04,18263,34,Asia,Retail,2020-04-08 16:47:41,24291,social media,2020-11-23 20:15:02,3,379,16,45,5558.59,48196,technical,48,2
1072,139,cloud storage,2021-10-04 19:44:09,2032.0,13726,60,Europe,Finance,2020-08-30 18:38:33,24523,social media,2021-06-04 02:43:57,4,319,53,26,16283.94,45503,billing,8,2
1899,160,cloud storage,2020-01-31 14:47:12,1725.32,14256,52,North America,Technology,2020-01-27 09:59:52,20609,email marketing,2020-01-30 03:17:16,8,398,95,11,11876.7,40180,billing,46,2
8630,147,cloud storage,2022-01-10 10:13:28,4504.14,17748,58,Asia,Technology,2020-05-16 17:28:03,26730,social media,2020-09-24 05:33:43,8,373,15,5,5385.21,43607,billing,48,5
3944,179,CRM software,2021-02-03 13:29:55,3215.68,18390,61,North America,Healthcare,2020-05-05 14:10:09,27414,social media,2020-06-07 19:56:02,9,374,78,18,19902.34,46251,technical,9,4
5375,148,CRM software,2022-10-18 07:28:17,1043.57,19268,28,Europe,Healthcare,2021-05-02 14:53:39,23790,social media,2021-11-02 17:10:12,6,309,78,14,7635.88,48544,technical,23,3
8755,154,cloud storage,2021-02-05 16:54:43,4591.27,17465,34,Europe,Technology,2020-08-23 06:52:33,26390,email marketing,2020-12-16 08:55:54,8,331,29,8,10402.88,42187,technical,40,2
3755,122,cloud storage,2022-09-18 21:22:40,4879.35,14629,36,Europe,Technology,2020-10-31 01:55:55,28896,email marketing,2021-09-24 13:18:30,3,364,46,33,17722.05,48583,technical,28,1
5327,143,CRM software,2022-03-05 10:10:22,3032.56,14318,53,South America,Technology,2021-08-06 02:35:09,21427,email marketing,2021-08-16 02:37:41,7,351,53,49,18578.85,49846,technical,24,4
3092,148,CRM software,2021-02-23 06:46:58,1628.08,15151,46,Asia,Retail,2020-01-04 17:55:31,25000,social media,2020-12-01 02:41:02,9,361,21,21,17110.48,44135,billing,44,3
9536,106,CRM software,2020-05-17 03:23:18,4496.81,10617,39,Asia,Retail,2020-03-24 20:06:42,24176,email marketing,2020-05-09 20:59:40,3,321,21,35,7125.7,42011,billing,37,2
1929,171,cloud storage,2022-04-29 22:58:20,1639.72,11880,52,Europe,Finance,2022-02-28 22:14:03,27324,social media,2022-04-04 13:37:30,2,350,15,43,15570.73,46708,technical,31,3
3533,109,cloud storage,2022-06-17 20:21:13,2792.92,16322,28,South America,Technology,2020-05-09 16:12:55,24370,email marketing,2022-04-03 15:53:34,1,327,71,47,7578.69,41209,billing,6,4
5184,127,cloud storage,2020-01-05 12:40:13,2117.77,13954,49,Europe,Technology,2020-01-02 00:32:19,23544,social media,2020-01-03 17:07:20,1,383,67,35,19981.98,47290,billing,16,2
3811,198,cloud storage,2022-03-30 19:30:32,4907.35,19107,62,Asia,Finance,2020-03-08 06:34:34,26359,social media,2020-03-30 17:47:55,5,333,69,10,10280.25,42349,technical,37,5
9758,192,cloud storage,2020-12-15 16:50:39,3440.92,19117,70,Asia,Finance,2020-04-10 09:12:36,28057,email marketing,2020-11-14 09:59:43,7,360,98,7,5584.47,47704,billing,36,3
2817,156,CRM software,2020-06-12 07:16:39,4490.6,15912,65,Europe,Finance,2020-01-04 17:53:00,28595,social media,2020-01-10 18:58:09,7,340,75,12,6690.31,45218,billing,15,4
3537,193,CRM software,2021-05-31 01:14:14,1234.5,16188,49,Asia,Technology,2021-04-06 06:19:43,29363,email marketing,2021-04-07 15:01:59,7,346,74,5,15038.42,41805,technical,11,5
1753,108,CRM software,2021-01-18 21:20:12,2961.47,11567,21,Asia,Technology,2020-02-11 22:51:32,27446,email marketing,2020-08-15 19:39:05,2,388,58,27,9185.68,44163,technical,45,1
5350,197,cloud storage,2022-10-24 12:57:38,2767.71,12249,58,Europe,Technology,2021-08-04 08:08:33,25277,social media,2022-01-12 12:56:21,6,374,71,23,19421.31,40131,technical,1,1
7421,164,CRM software,2020-01-08 05:45:12,2096.22,19792,29,North America,Finance,2020-01-02 01:24:15,21160,social media,2020-01-05 14:02:00,8,386,86,11,11477.39,49543,billing,1,2
1649,196,CRM software,2021-05-15 05:38:46,3893.61,16638,36,North America,Technology,2020-09-14 11:11:57,29257,social media,2021-04-19 15:27:01,10,383,56,38,11632.9,40523,billing,14,4
5193,183,CRM software,2021-04-13 14:24:21,2063.23,19963,50,South America,Retail,2020-07-04 14:35:05,25130,email marketing,2021-01-16 11:07:26,9,324,100,10,5221.1,49884,technical,16,3
4140,120,CRM software,2021-05-08 00:24:22,2955.58,11823,61,North America,Finance,2020-01-10 12:24:35,26652,social media,2021-01-22 10:11:30,3,392,39,9,15264.16,41517,billing,21,1
2545,145,CRM software,2022-12-26 06:03:42,2945.33,10408,43,North America,Technology,2022-01-24 00:52:59,26272,social media,2022-04-19 20:23:00,8,344,51,20,12366.04,43595,billing,22,2
7685,130,cloud storage,2020-09-19 12:00:52,2839.21,10808,68,Europe,Finance,2020-06-03 17:08:54,21760,email marketing,2020-07-12 02:15:32,6,374,16,12,9871.95,40092,technical,34,5
1616,177,cloud storage,2020-01-22 17:15:15,1570.67,17052,67,Asia,Retail,2020-01-20 20:01:49,22564,social media,2020-01-22 08:51:18,7,315,96,34,14314.57,40644,technical,42,1
3164,174,cloud storage,2020-06-03 23:14:45,4134.2,10088,58,South America,Technology,2020-05-16 19:56:52,26202,social media,2020-05-24 15:59:19,2,362,44,30,18402.5,44045,billing,10,3
2140,187,cloud storage,2021-09-04 21:51:22,4690.78,13591,37,Asia,Healthcare,2020-05-05 22:22:04,26224,social media,2021-07-02 05:56:27,9,359,98,50,18040.58,46572,billing,25,2
5840,115,CRM software,2022-03-08 13:55:32,2618.99,12490,68,South America,Healthcare,2020-05-31 05:17:47,29452,social media,2021-03-05 16:26:32,4,332,82,35,17717.18,45054,billing,30,4
4331,123,CRM software,2020-09-13 17:25:57,2916.54,10164,58,North America,Finance,2020-09-05 09:23:04,28800,social media,2020-09-05 09:26:47,10,302,76,49,5776.96,46816,technical,43,5
2747,175,CRM software,2022-08-06 08:22:21,2414.37,11763,69,Europe,Technology,2021-07-15 12:19:16,22778,email marketing,2022-01-16 08:35:45,7,386,13,21,7917.34,47075,billing,6,4
8103,180,cloud storage,2022-09-13 15:28:59,4628.79,16401,23,North America,Finance,2021-08-20 03:21:37,20132,social media,2022-03-31 16:03:15,9,344,90,10,6401.67,41273,billing,28,2
9656,113,cloud storage,2020-09-20 02:42:58,2947.96,18741,26,Europe,Healthcare,2020-09-16 04:04:02,20990,email marketing,2020-09-19 11:08:58,9,307,45,27,9810.28,49131,billing,20,1
7895,144,CRM software,2021-04-05 08:11:29,1291.69,10876,20,South America,Retail,2020-11-16 20:47:30,22842,social media,2021-03-14 22:44:01,6,302,71,40,17253.1,47252,technical,21,5
